"CD_A,C,2","PER,C,4","AGEB,C,5","UPM,C,7","ENT,C,2","CON,C,5","PRO_VIV,C,4","V_SEL,C,1","N_HOG,C,1","R_PRE,C,2","FCH_PRE,C,10","R_DEF,C,2","FCH_DEF,C,10","P1,N,2,0","P2,N,1,0","P3,N,2,0","P4,N,2,0","R_INF,C,2","R_ELE,C,2","FAC,N,6,0"
14,1117,206-6,0100656,01,40018,0066,1,1,01,14/11/2017,01,15/11/2017,4,1,0,0,03,03,2536
14,1117,206-6,0100656,01,40018,0041,5,1,01,22/11/2017,01,27/11/2017,2,1,0,0,02,02,2536
14,1117,206-6,0100656,01,40018,0022,4,1,01,14/11/2017,01,15/11/2017,2,1,0,0,01,01,2536
14,1117,206-6,0100656,01,40018,0092,2,1,01,14/11/2017,01,15/11/2017,4,1,0,0,01,01,2536
14,1117,206-6,0100656,01,40018,0123,3,1,01,14/11/2017,01,28/11/2017,3,1,0,0,02,01,2536
14,1117,227-8,0100794,01,40034,0002,1,1,01,20/11/2017,01,21/11/2017,5,1,0,0,02,03,2396
14,1117,227-8,0100794,01,40034,0072,4,1,01,15/11/2017,01,17/11/2017,6,1,0,0,01,01,2396
14,1117,227-8,0100794,01,40034,0051,3,1,01,15/11/2017,01,17/11/2017,2,1,0,0,02,02,2396
14,1117,227-8,0100794,01,40034,0094,5,1,01,17/11/2017,01,20/11/2017,4,1,0,0,03,03,2396
14,1117,227-8,0100794,01,40034,0023,2,1,01,15/11/2017,01,22/11/2017,5,1,0,0,02,01,2396
14,1117,262-A,0101075,01,40035,0027,4,1,01,09/11/2017,01,14/11/2017,2,1,0,0,01,02,3362
14,1117,262-A,0101075,01,40035,0051,5,1,01,09/11/2017,01,14/11/2017,4,1,0,0,02,03,3362
14,1117,262-A,0101075,01,40035,0096,2,1,01,09/11/2017,01,14/11/2017,2,1,0,0,01,01,3362
14,1117,262-A,0101075,01,40035,0075,1,1,01,09/11/2017,01,14/11/2017,4,1,0,0,02,02,3362
14,1117,262-A,0101075,01,40035,0003,3,1,01,09/11/2017,01,14/11/2017,4,1,0,0,03,02,3362
14,1117,389-7,0101924,01,40038,0010,4,1,01,07/11/2017,01,09/11/2017,4,1,0,0,02,03,2960
14,1117,389-7,0101924,01,40038,0035,5,1,07,13/11/2017,07,04/12/2017,0,0,0,0,,,0
14,1117,389-7,0101924,01,40038,0068,3,1,01,08/11/2017,01,09/11/2017,3,1,0,0,01,01,2960
14,1117,389-7,0101924,01,40038,0041,2,1,01,07/11/2017,01,09/11/2017,4,1,0,0,02,02,2960
14,1117,389-7,0101924,01,40038,0107,1,1,01,07/11/2017,01,09/11/2017,1,0,0,0,01,01,2960
14,1117,205-1,0100638,01,40050,0043,4,1,01,16/11/2017,01,21/11/2017,5,1,0,0,02,01,2407
14,1117,205-1,0100638,01,40050,0099,1,1,01,16/11/2017,01,27/11/2017,3,1,0,0,02,01,2407
14,1117,205-1,0100638,01,40050,0120,2,1,01,20/11/2017,01,21/11/2017,2,1,0,0,01,02,2407
14,1117,205-1,0100638,01,40050,0064,5,1,01,16/11/2017,01,17/11/2017,5,1,0,0,04,04,2407
14,1117,205-1,0100638,01,40050,0016,3,1,01,20/11/2017,01,22/11/2017,5,1,0,0,01,02,2407
14,1117,286-5,0101300,01,40056,0013,1,1,01,10/11/2017,01,14/11/2017,2,1,0,0,01,01,2564
14,1117,286-5,0101300,01,40056,0037,2,1,01,10/11/2017,01,14/11/2017,6,1,0,0,02,02,2564
14,1117,286-5,0101300,01,40056,0055,3,1,01,10/11/2017,01,14/11/2017,3,1,0,0,02,02,2564
14,1117,286-5,0101300,01,40056,0076,4,1,01,10/11/2017,01,14/11/2017,5,1,0,0,02,02,2564
14,1117,286-5,0101300,01,40056,0097,5,1,01,13/11/2017,01,14/11/2017,5,1,0,0,02,02,2564
14,1117,235-2,0100874,01,40061,0023,4,1,01,09/11/2017,01,14/11/2017,5,1,0,0,03,03,3075
14,1117,235-2,0100874,01,40061,0074,1,1,07,04/12/2017,07,04/12/2017,0,0,0,0,,,0
14,1117,235-2,0100874,01,40061,0054,5,1,01,08/11/2017,01,14/11/2017,5,1,0,0,02,02,3075
14,1117,235-2,0100874,01,40061,0094,2,1,01,07/11/2017,01,08/11/2017,4,1,0,0,02,02,3075
14,1117,235-2,0100874,01,40061,0039,3,1,01,17/11/2017,01,20/11/2017,4,1,0,0,01,01,3075
14,1117,388-2,0101908,01,40096,0129,3,1,01,20/11/2017,01,21/11/2017,4,1,0,0,01,02,2331
14,1117,388-2,0101908,01,40096,0319,4,1,01,20/11/2017,01,21/11/2017,3,1,0,0,01,02,2331
14,1117,388-2,0101908,01,40096,0083,2,1,01,20/11/2017,01,21/11/2017,1,0,0,0,01,01,2331
14,1117,388-2,0101908,01,40096,0020,1,1,01,10/11/2017,01,14/11/2017,2,1,0,0,01,01,2331
14,1117,388-2,0101908,01,40096,0263,5,1,01,20/11/2017,01,21/11/2017,5,1,0,0,01,01,2331
14,1117,168-9,0100530,01,40100,0053,2,1,01,13/11/2017,01,14/11/2017,1,0,0,0,01,01,2507
14,1117,168-9,0100530,01,40100,0084,5,1,01,01/12/2017,01,04/12/2017,4,1,0,0,02,03,2507
14,1117,168-9,0100530,01,40100,0016,4,1,01,13/11/2017,01,15/11/2017,4,1,0,0,02,03,2507
14,1117,168-9,0100530,01,40100,0073,3,1,01,13/11/2017,01,22/11/2017,3,1,0,0,02,02,2507
14,1117,168-9,0100530,01,40100,0030,1,1,01,24/11/2017,01,27/11/2017,1,0,0,0,01,01,2507
14,1117,257-9,0101032,01,40101,0096,5,1,01,09/11/2017,01,15/11/2017,3,1,0,0,02,01,2571
14,1117,257-9,0101032,01,40101,0008,4,1,01,13/11/2017,01,15/11/2017,2,1,0,0,02,02,2571
14,1117,257-9,0101032,01,40101,0069,3,1,01,09/11/2017,01,15/11/2017,4,1,0,0,01,03,2571
14,1117,257-9,0101032,01,40101,0031,2,1,01,09/11/2017,01,15/11/2017,5,1,0,0,05,02,2571
14,1117,257-9,0101032,01,40101,0048,1,1,01,09/11/2017,01,14/11/2017,2,1,0,0,01,01,2571
14,1117,372-1,0101777,01,40128,0042,4,1,01,07/11/2017,01,08/11/2017,6,1,0,0,01,01,2812
14,1117,372-1,0101777,01,40128,0003,5,1,01,07/11/2017,01,15/11/2017,4,1,0,0,01,01,2812
14,1117,372-1,0101777,01,40128,0075,1,1,07,04/12/2017,07,04/12/2017,0,0,0,0,,,0
14,1117,372-1,0101777,01,40128,0095,2,1,01,08/11/2017,01,15/11/2017,2,1,0,0,01,01,2812
14,1117,372-1,0101777,01,40128,0023,3,1,01,07/11/2017,01,08/11/2017,4,1,0,0,01,01,2812
14,1117,320-4,0101497,01,40132,0098,4,1,07,07/11/2017,07,09/11/2017,0,0,0,0,,,0
14,1117,320-4,0101497,01,40132,0051,5,1,01,08/11/2017,01,09/11/2017,4,1,0,0,01,04,2670
14,1117,320-4,0101497,01,40132,0127,3,1,01,07/11/2017,01,09/11/2017,5,1,0,0,02,02,2670
14,1117,320-4,0101497,01,40132,0029,2,1,01,07/11/2017,01,09/11/2017,4,1,0,0,02,03,2670
14,1117,320-4,0101497,01,40132,0005,1,1,01,08/11/2017,01,09/11/2017,4,1,0,0,02,02,2670
14,1117,053-3,0102107,01,40134,0012,1,1,01,15/11/2017,01,17/11/2017,1,0,0,0,01,01,3168
14,1117,053-3,0102107,01,40134,0031,2,1,01,15/11/2017,01,17/11/2017,1,0,0,0,01,01,3168
14,1117,053-3,0102107,01,40134,0056,3,1,01,15/11/2017,01,17/11/2017,3,1,0,0,03,02,3168
14,1117,053-3,0102107,01,40134,0102,5,1,01,15/11/2017,01,17/11/2017,5,1,0,0,02,01,3168
14,1117,053-3,0102107,01,40134,0078,4,1,01,15/11/2017,01,17/11/2017,1,0,0,0,01,01,3168
14,1117,139-2,0100443,01,40196,0124,5,1,01,13/11/2017,01,15/11/2017,7,1,0,0,02,02,2616
14,1117,139-2,0100443,01,40196,0046,2,1,01,14/11/2017,01,27/11/2017,8,1,0,0,02,04,2616
14,1117,139-2,0100443,01,40196,0018,1,1,01,13/11/2017,01,15/11/2017,1,0,0,0,01,01,2616
14,1117,139-2,0100443,01,40196,0100,4,1,01,13/11/2017,01,15/11/2017,7,1,0,0,01,01,2616
14,1117,139-2,0100443,01,40196,0073,3,1,01,13/11/2017,01,15/11/2017,3,1,0,0,01,01,2616
14,1117,321-9,0101501,01,40277,0028,1,1,01,09/11/2017,01,15/11/2017,4,1,0,0,01,02,3100
14,1117,321-9,0101501,01,40277,0060,2,1,01,09/11/2017,01,15/11/2017,5,1,0,0,02,01,3100
14,1117,321-9,0101501,01,40277,0074,4,1,07,09/11/2017,07,15/11/2017,0,0,0,0,,,0
14,1117,321-9,0101501,01,40277,0098,5,1,01,09/11/2017,01,15/11/2017,5,1,0,0,02,01,3100
14,1117,321-9,0101501,01,40277,0015,3,1,01,17/11/2017,01,21/11/2017,4,1,0,0,01,01,3100
14,1117,071-2,0100239,01,40284,0046,3,1,06,04/12/2017,06,04/12/2017,0,0,0,0,,,0
14,1117,071-2,0100239,01,40284,0028,2,1,01,20/11/2017,01,22/11/2017,3,1,0,0,02,01,2206
14,1117,071-2,0100239,01,40284,0086,5,1,01,14/11/2017,01,01/12/2017,2,1,0,0,01,01,2206
14,1117,071-2,0100239,01,40284,0068,4,1,01,16/11/2017,01,17/11/2017,1,0,0,0,01,01,2206
14,1117,071-2,0100239,01,40284,0010,1,1,03,23/11/2017,03,04/12/2017,6,1,0,0,01,04,0
14,1117,219-3,0100743,01,40285,0105,1,1,01,13/11/2017,01,28/11/2017,3,1,0,0,01,03,3233
14,1117,219-3,0100743,01,40285,0073,3,1,07,13/11/2017,07,04/12/2017,0,0,0,0,,,0
14,1117,219-3,0100743,01,40285,0010,4,1,01,13/11/2017,01,15/11/2017,6,1,0,0,06,06,3233
14,1117,219-3,0100743,01,40285,0046,2,1,01,28/11/2017,01,29/11/2017,6,1,0,0,02,03,3233
14,1117,219-3,0100743,01,40285,0036,5,1,01,13/11/2017,01,15/11/2017,1,0,0,0,01,01,3233
14,1117,030-3,0100027,01,40303,0001,3,1,01,14/11/2017,01,17/11/2017,9,1,0,0,01,05,2482
14,1117,030-3,0100027,01,40303,0094,5,1,01,14/11/2017,01,17/11/2017,1,0,0,0,01,01,2482
14,1117,030-3,0100027,01,40303,0068,1,1,01,14/11/2017,01,15/11/2017,3,1,0,0,02,01,2482
14,1117,030-3,0100027,01,40303,0014,4,1,07,14/11/2017,07,04/12/2017,0,0,0,0,,,0
14,1117,030-3,0100027,01,40303,0030,2,1,01,14/11/2017,01,17/11/2017,3,1,0,0,01,01,2482
14,1117,367-0,0101736,01,40346,0121,4,1,01,23/11/2017,01,27/11/2017,2,1,0,0,02,02,3359
14,1117,367-0,0101736,01,40346,0057,2,1,01,23/11/2017,01,27/11/2017,4,1,0,0,02,02,3359
14,1117,367-0,0101736,01,40346,0023,1,1,06,05/12/2017,06,06/12/2017,0,0,0,0,,,0
14,1117,367-0,0101736,01,40346,0153,5,1,07,04/12/2017,07,04/12/2017,0,0,0,0,,,0
14,1117,367-0,0101736,01,40346,0092,3,1,07,04/12/2017,07,04/12/2017,0,0,0,0,,,0
14,1117,382-5,0101858,01,40355,0019,4,1,01,13/11/2017,01,14/11/2017,2,1,0,0,02,02,3104
14,1117,382-5,0101858,01,40355,0061,2,1,01,20/11/2017,01,21/11/2017,3,1,0,0,02,01,3104
14,1117,382-5,0101858,01,40355,0047,1,1,01,20/11/2017,01,28/11/2017,5,1,0,0,03,02,3104
14,1117,382-5,0101858,01,40355,0032,5,1,01,13/11/2017,01,17/11/2017,2,1,0,0,01,01,3104
14,1117,382-5,0101858,01,40355,0001,3,1,01,29/11/2017,01,01/12/2017,4,1,0,0,02,02,3104
21,1117,746-8,0206879,02,40019,0619,4,1,01,17/11/2017,01,20/11/2017,1,0,0,0,01,01,5772
21,1117,746-8,0206879,02,40019,0732,5,1,01,11/11/2017,01,16/11/2017,3,1,0,0,02,01,5772
21,1117,746-8,0206879,02,40019,0545,1,1,01,11/11/2017,01,13/11/2017,4,1,0,0,02,04,5772
21,1117,746-8,0206879,02,40019,0314,2,1,05,04/12/2017,05,04/12/2017,0,0,0,0,,,0
21,1117,746-8,0206879,02,40019,0490,3,1,01,15/11/2017,01,16/11/2017,1,0,0,0,01,01,5772
21,1117,147-3,0203612,02,40089,0071,3,1,01,08/11/2017,01,10/11/2017,2,1,0,0,01,01,7372
21,1117,147-3,0203612,02,40089,0099,4,1,01,08/11/2017,01,10/11/2017,2,1,0,0,01,02,7372
21,1117,147-3,0203612,02,40089,0038,1,1,01,27/11/2017,01,29/11/2017,1,0,0,0,01,01,7372
21,1117,147-3,0203612,02,40089,0127,5,1,01,14/11/2017,01,15/11/2017,1,0,0,0,01,01,7372
21,1117,147-3,0203612,02,40089,0022,2,1,01,17/11/2017,01,20/11/2017,2,1,0,0,02,01,7372
21,1117,119-1,0203437,02,40092,0157,3,1,01,08/11/2017,01,10/11/2017,3,1,0,0,02,02,6589
21,1117,119-1,0203437,02,40092,0210,4,1,01,08/11/2017,01,10/11/2017,1,0,0,0,01,01,6589
21,1117,119-1,0203437,02,40092,0247,5,1,01,08/11/2017,01,10/11/2017,1,0,0,0,01,01,6589
21,1117,119-1,0203437,02,40092,0009,1,1,01,08/11/2017,01,10/11/2017,1,0,0,0,01,01,6589
21,1117,119-1,0203437,02,40092,0078,2,1,01,08/11/2017,01,10/11/2017,1,0,0,0,01,01,6589
21,1117,745-3,0206871,02,40097,0027,1,1,01,07/11/2017,01,10/11/2017,7,1,0,0,02,02,5935
21,1117,745-3,0206871,02,40097,0079,2,1,01,07/11/2017,01,10/11/2017,2,1,0,0,01,01,5935
21,1117,745-3,0206871,02,40097,0120,3,1,05,04/12/2017,05,04/12/2017,0,0,0,0,,,0
21,1117,745-3,0206871,02,40097,0222,5,1,01,15/11/2017,01,16/11/2017,1,0,0,0,01,01,5935
21,1117,745-3,0206871,02,40097,0169,4,1,01,07/11/2017,01,10/11/2017,4,1,0,0,02,02,5935
21,1117,191-4,0203953,02,40100,0104,2,1,01,20/11/2017,01,22/11/2017,5,1,0,0,01,02,7861
21,1117,191-4,0203953,02,40100,0081,1,1,01,18/11/2017,01,20/11/2017,1,0,0,0,01,01,7861
21,1117,191-4,0203953,02,40100,0050,3,1,01,27/11/2017,01,02/12/2017,6,1,0,0,03,01,7861
21,1117,191-4,0203953,02,40100,0001,5,1,01,18/11/2017,01,22/11/2017,3,1,0,0,03,01,7861
21,1117,191-4,0203953,02,40100,0115,4,1,01,20/11/2017,01,22/11/2017,2,1,0,0,01,01,7861
21,1117,719-0,0206739,02,40123,0038,1,1,01,20/11/2017,01,22/11/2017,4,1,0,0,01,02,6865
21,1117,719-0,0206739,02,40123,0076,3,1,05,20/11/2017,05,04/12/2017,0,0,0,0,,,0
21,1117,719-0,0206739,02,40123,0020,5,1,01,20/11/2017,01,22/11/2017,5,1,0,0,01,01,6865
21,1117,719-0,0206739,02,40123,0001,4,1,01,20/11/2017,01,22/11/2017,3,1,0,0,01,01,6865
21,1117,719-0,0206739,02,40123,0053,2,1,01,20/11/2017,01,22/11/2017,4,1,0,0,01,01,6865
21,1117,606-5,0207380,02,40148,0017,1,1,01,22/11/2017,01,23/11/2017,3,1,0,0,01,02,4974
21,1117,606-5,0207380,02,40148,0045,2,1,01,22/11/2017,01,23/11/2017,4,1,0,0,02,01,4974
21,1117,606-5,0207380,02,40148,0074,3,1,01,22/11/2017,01,23/11/2017,5,1,0,0,02,01,4974
21,1117,606-5,0207380,02,40148,0127,5,1,01,22/11/2017,01,23/11/2017,4,1,0,0,02,01,4974
21,1117,606-5,0207380,02,40148,0103,4,1,01,22/11/2017,01,23/11/2017,7,1,0,0,04,02,4974
21,1117,285-7,0204195,02,40221,0164,4,1,01,15/11/2017,01,20/11/2017,5,1,0,0,02,01,3811
21,1117,285-7,0204195,02,40221,0115,3,1,01,10/11/2017,01,13/11/2017,2,1,0,0,01,01,3811
21,1117,285-7,0204195,02,40221,0212,5,1,01,15/11/2017,01,20/11/2017,2,1,0,0,01,02,3811
21,1117,285-7,0204195,02,40221,0068,2,1,01,10/11/2017,01,13/11/2017,4,1,0,0,02,03,3811
21,1117,285-7,0204195,02,40221,0025,1,1,01,16/11/2017,01,22/11/2017,2,1,0,0,01,02,3811
21,1117,391-0,0205197,02,40273,0204,3,1,01,23/11/2017,01,24/11/2017,6,1,0,0,02,01,6463
21,1117,391-0,0205197,02,40273,0116,2,1,01,23/11/2017,01,24/11/2017,1,0,0,0,01,01,6463
21,1117,391-0,0205197,02,40273,0174,1,1,01,23/11/2017,01,24/11/2017,5,1,0,0,02,01,6463
21,1117,391-0,0205197,02,40273,0037,4,1,01,23/11/2017,01,24/11/2017,5,1,0,0,01,02,6463
21,1117,391-0,0205197,02,40273,0084,5,1,01,29/11/2017,01,29/11/2017,3,1,0,0,01,01,6463
21,1117,541-9,0205909,02,40275,0021,2,1,01,24/11/2017,01,25/11/2017,1,0,0,0,01,01,6875
21,1117,541-9,0205909,02,40275,0071,5,1,01,24/11/2017,01,25/11/2017,3,1,0,0,01,02,6875
21,1117,541-9,0205909,02,40275,0047,3,1,01,24/11/2017,01,25/11/2017,4,1,0,0,01,02,6875
21,1117,541-9,0205909,02,40275,0053,1,1,01,24/11/2017,01,25/11/2017,2,1,0,0,02,01,6875
21,1117,541-9,0205909,02,40275,0094,4,1,05,24/11/2017,05,05/12/2017,0,0,0,0,,,0
21,1117,382-1,0205073,02,40293,0018,1,1,01,21/11/2017,01,22/11/2017,1,0,0,0,01,01,3923
21,1117,382-1,0205073,02,40293,0049,2,1,01,21/11/2017,01,22/11/2017,3,1,0,0,02,02,3923
21,1117,382-1,0205073,02,40293,0149,5,1,05,05/12/2017,05,05/12/2017,0,0,0,0,,,0
21,1117,382-1,0205073,02,40293,0088,3,1,01,21/11/2017,01,22/11/2017,5,1,0,0,02,01,3923
21,1117,382-1,0205073,02,40293,0119,4,1,01,21/11/2017,01,29/11/2017,4,1,0,0,01,02,3923
21,1117,704-4,0206631,02,40308,0106,5,1,01,22/11/2017,01,23/11/2017,6,1,0,0,02,02,4337
21,1117,704-4,0206631,02,40308,0130,2,1,01,22/11/2017,01,23/11/2017,1,0,0,0,01,01,4337
21,1117,704-4,0206631,02,40308,0019,3,1,01,22/11/2017,01,23/11/2017,3,1,0,0,02,01,4337
21,1117,704-4,0206631,02,40308,0045,1,1,01,22/11/2017,01,24/11/2017,6,1,0,0,04,05,4337
21,1117,704-4,0206631,02,40308,0138,4,1,01,22/11/2017,01,23/11/2017,1,0,0,0,01,01,4337
21,1117,140-1,0203519,02,40356,0074,5,1,01,16/11/2017,01,17/11/2017,2,1,0,0,02,01,6589
21,1117,140-1,0203519,02,40356,0055,4,1,01,14/11/2017,01,15/11/2017,1,0,0,0,01,01,6589
21,1117,140-1,0203519,02,40356,0027,3,1,01,13/11/2017,01,15/11/2017,1,0,0,0,01,01,6589
21,1117,140-1,0203519,02,40356,0010,2,1,01,07/11/2017,01,10/11/2017,4,1,0,0,02,01,6589
21,1117,140-1,0203519,02,40356,0104,1,1,01,07/11/2017,01,10/11/2017,2,1,0,0,01,01,6589
21,1117,458-6,0205619,02,40375,0097,5,1,05,05/12/2017,05,05/12/2017,0,0,0,0,,,0
21,1117,458-6,0205619,02,40375,0072,4,1,01,20/11/2017,01,22/11/2017,3,1,0,0,02,03,7174
21,1117,458-6,0205619,02,40375,0052,3,1,08,20/11/2017,08,22/11/2017,0,0,0,0,,,0
21,1117,458-6,0205619,02,40375,0034,2,1,01,20/11/2017,01,22/11/2017,4,1,0,0,03,03,7174
21,1117,458-6,0205619,02,40375,0017,1,1,01,20/11/2017,01,05/12/2017,4,1,0,0,03,03,7174
21,1117,170-2,0203792,02,40377,0012,2,1,01,14/11/2017,01,15/11/2017,2,1,0,0,01,01,7500
21,1117,170-2,0203792,02,40377,0119,5,1,01,14/11/2017,01,17/11/2017,2,1,0,0,02,01,7500
21,1117,170-2,0203792,02,40377,0091,4,1,01,15/11/2017,01,16/11/2017,2,1,0,0,01,02,7500
21,1117,170-2,0203792,02,40377,0065,3,1,01,17/11/2017,01,20/11/2017,1,0,0,0,01,01,7500
21,1117,170-2,0203792,02,40377,0025,1,1,01,14/11/2017,01,15/11/2017,5,1,0,0,02,02,7500
21,1117,473-0,0205734,02,40384,0054,2,1,01,11/11/2017,01,15/11/2017,4,1,0,0,02,02,5276
21,1117,473-0,0205734,02,40384,0120,4,1,01,10/11/2017,01,15/11/2017,3,1,0,0,02,01,5276
21,1117,473-0,0205734,02,40384,0014,5,1,01,11/11/2017,01,13/11/2017,4,1,0,0,01,01,5276
21,1117,473-0,0205734,02,40384,0104,1,1,01,10/11/2017,01,13/11/2017,3,1,0,0,03,01,5276
21,1117,473-0,0205734,02,40384,0038,3,1,01,11/11/2017,01,13/11/2017,1,0,0,0,01,01,5276
21,1117,392-5,0205203,02,40397,0098,1,1,01,23/11/2017,01,24/11/2017,5,1,0,0,01,02,5312
21,1117,392-5,0205203,02,40397,0037,3,1,01,23/11/2017,01,24/11/2017,1,0,0,0,01,01,5312
21,1117,392-5,0205203,02,40397,0079,5,1,05,04/12/2017,05,04/12/2017,0,0,0,0,,,0
21,1117,392-5,0205203,02,40397,0138,2,1,01,23/11/2017,01,24/11/2017,1,0,0,0,01,01,5312
21,1117,392-5,0205203,02,40397,0055,4,1,01,23/11/2017,01,24/11/2017,2,1,0,0,02,02,5312
21,1117,317-9,0204523,02,40401,0018,3,1,01,08/11/2017,01,10/11/2017,2,1,0,0,02,02,4803
21,1117,317-9,0204523,02,40401,0062,5,1,01,09/11/2017,01,10/11/2017,3,1,0,0,01,01,4803
21,1117,317-9,0204523,02,40401,0041,4,1,01,09/11/2017,01,17/11/2017,2,1,0,0,01,01,4803
21,1117,317-9,0204523,02,40401,0106,2,1,01,09/11/2017,01,15/11/2017,4,1,0,0,02,01,4803
21,1117,317-9,0204523,02,40401,0085,1,1,01,13/11/2017,01,15/11/2017,1,0,0,0,01,01,4803
21,1117,710-A,0206677,02,40402,0100,2,1,01,24/11/2017,01,25/11/2017,4,1,0,0,01,02,5930
21,1117,710-A,0206677,02,40402,0055,5,1,01,25/11/2017,01,29/11/2017,4,1,0,0,02,02,5930
21,1117,710-A,0206677,02,40402,0014,3,1,01,25/11/2017,01,27/11/2017,3,1,0,0,02,02,5930
21,1117,710-A,0206677,02,40402,0077,1,1,01,25/11/2017,01,27/11/2017,4,1,0,0,01,01,5930
21,1117,710-A,0206677,02,40402,0034,4,1,01,28/11/2017,01,29/11/2017,4,1,0,0,02,02,5930
21,1117,059-8,0203376,02,40408,0009,2,1,01,30/11/2017,01,02/12/2017,1,0,0,0,01,01,4925
21,1117,059-8,0203376,02,40408,0066,5,1,01,13/11/2017,01,15/11/2017,5,1,0,0,01,03,4925
21,1117,059-8,0203376,02,40408,0047,4,1,01,13/11/2017,01,15/11/2017,2,1,0,0,01,01,4925
21,1117,059-8,0203376,02,40408,0088,1,1,01,13/11/2017,01,15/11/2017,1,0,0,0,01,01,4925
21,1117,059-8,0203376,02,40408,0028,3,1,01,13/11/2017,01,17/11/2017,5,1,0,0,03,03,4925
40,1117,404-7,0300548,03,40027,0119,1,1,01,13/11/2017,01,14/11/2017,4,1,0,0,01,01,1036
40,1117,404-7,0300548,03,40027,0148,2,1,01,15/11/2017,01,22/11/2017,4,1,0,0,02,01,1036
40,1117,404-7,0300548,03,40027,0019,5,1,01,13/11/2017,01,14/11/2017,4,1,0,0,03,01,1036
40,1117,404-7,0300548,03,40027,0070,4,1,01,13/11/2017,01,14/11/2017,1,0,0,0,01,01,1036
40,1117,404-7,0300548,03,40027,0083,3,1,01,16/11/2017,01,17/11/2017,5,1,0,0,01,01,1036
40,1117,381-4,0300448,03,40044,0114,3,1,01,27/11/2017,01,28/11/2017,2,2,2,1,01,01,1003
40,1117,381-4,0300448,03,40044,0034,4,1,01,24/11/2017,01,27/11/2017,2,1,0,0,01,01,1003
40,1117,381-4,0300448,03,40044,0078,1,1,01,22/11/2017,01,30/11/2017,2,1,0,0,02,02,1003
40,1117,381-4,0300448,03,40044,0007,5,1,01,27/11/2017,01,28/11/2017,4,1,0,0,01,02,1003
40,1117,381-4,0300448,03,40044,0056,2,1,08,22/11/2017,08,24/11/2017,0,0,0,0,,,0
40,1117,308-7,0300244,03,40059,0007,3,1,01,13/11/2017,01,15/11/2017,2,1,0,0,02,01,926
40,1117,308-7,0300244,03,40059,0096,5,1,01,15/11/2017,01,16/11/2017,4,1,0,0,01,02,926
40,1117,308-7,0300244,03,40059,0047,1,1,01,14/11/2017,01,15/11/2017,2,1,0,0,01,01,926
40,1117,308-7,0300244,03,40059,0072,4,1,01,13/11/2017,01,14/11/2017,1,0,0,0,01,01,926
40,1117,308-7,0300244,03,40059,0033,2,1,01,16/11/2017,01,17/11/2017,2,1,0,0,01,01,926
40,1117,199-8,0300043,03,40062,0086,2,1,01,08/11/2017,01,15/11/2017,4,1,0,0,02,02,1081
40,1117,199-8,0300043,03,40062,0172,5,1,01,09/11/2017,01,10/11/2017,2,1,0,0,01,02,1081
40,1117,199-8,0300043,03,40062,0140,3,1,06,06/12/2017,06,06/12/2017,0,0,0,0,,,0
40,1117,199-8,0300043,03,40062,0038,1,1,01,07/11/2017,01,10/11/2017,6,1,0,0,01,03,1081
40,1117,199-8,0300043,03,40062,0200,4,1,01,07/11/2017,01,08/11/2017,3,1,0,0,01,01,1081
40,1117,440-3,0300640,03,40083,0098,1,1,07,04/12/2017,07,04/12/2017,0,0,0,0,,,0
40,1117,440-3,0300640,03,40083,0030,5,1,01,06/11/2017,01,08/11/2017,2,1,0,0,01,01,940
40,1117,440-3,0300640,03,40083,0005,4,1,01,06/11/2017,01,08/11/2017,3,1,0,0,02,02,940
40,1117,440-3,0300640,03,40083,0043,2,1,01,06/11/2017,01,08/11/2017,7,1,0,0,02,02,940
40,1117,440-3,0300640,03,40083,0062,3,1,08,07/11/2017,08,18/11/2017,0,0,0,0,,,0
40,1117,185-6,0300001,03,40084,0039,4,1,03,13/11/2017,03,05/12/2017,3,1,0,0,01,02,0
40,1117,185-6,0300001,03,40084,0123,1,1,05,05/12/2017,05,05/12/2017,0,0,0,0,,,0
40,1117,185-6,0300001,03,40084,0099,5,1,01,16/11/2017,01,17/11/2017,5,1,0,0,02,03,1116
40,1117,185-6,0300001,03,40084,0009,3,1,01,16/11/2017,01,17/11/2017,6,1,0,0,02,02,1116
40,1117,185-6,0300001,03,40084,0071,2,1,01,14/11/2017,01,17/11/2017,2,1,0,0,02,01,1116
40,1117,509-8,0300719,03,40094,0156,5,1,01,07/11/2017,01,10/11/2017,4,1,0,0,01,02,1330
40,1117,509-8,0300719,03,40094,0086,1,1,01,09/11/2017,01,10/11/2017,4,1,0,0,01,02,1330
40,1117,509-8,0300719,03,40094,0073,3,1,01,11/11/2017,01,13/11/2017,4,1,0,0,01,02,1330
40,1117,509-8,0300719,03,40094,0141,4,1,01,10/11/2017,01,13/11/2017,4,1,0,0,01,02,1330
40,1117,509-8,0300719,03,40094,0030,2,1,01,07/11/2017,01,08/11/2017,3,1,0,0,01,01,1330
40,1117,402-8,0300535,03,40133,0090,5,1,01,08/11/2017,01,14/11/2017,3,1,0,0,02,02,1272
40,1117,402-8,0300535,03,40133,0192,3,1,01,06/11/2017,01,15/11/2017,4,1,0,0,02,02,1272
40,1117,402-8,0300535,03,40133,0131,2,1,01,07/11/2017,01,09/11/2017,4,1,0,0,02,03,1272
40,1117,402-8,0300535,03,40133,0082,4,1,01,08/11/2017,01,09/11/2017,1,0,0,0,01,01,1272
